latitude,longitude,ano_flate,ano_punkt,hovedtype,kartleggin,sp,file,temperature_WQ,precipitation_Annual,road_distance,name
64.39770861022059,12.285106302188616,ANO1427,ANO1427_22,SnÃ¸leie,T7-C-2,vm,Ano_sites/Blåbær/tempW10-12_preA1050-1400.csv,11.437366485595703,1162.4969482421875,860.2325439453125,1427_22_T7-C-2_vm_11_1162_860
64.3969608606994,12.283519873756957,ANO1427,ANO1427_11,Fjellhei leside og tundra,T3-C-2,vm,Ano_sites/Blåbær/tempW10-12_preA1050-1400.csv,11.451899528503418,1161.4659423828125,943.39813232421875,1427_11_T3-C-2_vm_11_1161_943
64.3983950115437,12.283378039714137,ANO1427,ANO1427_31,Fjellhei leside og tundra,T3-C-2,vm,Ano_sites/Blåbær/tempW10-12_preA1050-1400.csv,11.437366485595703,1162.4969482421875,860.2325439453125,1427_31_T3-C-2_vm_11_1162_860
64.39982916193709,12.283236189169285,ANO1427,ANO1427_51,Fjellhei leside og tundra,T3-C-3,vm,Ano_sites/Blåbær/tempW10-12_preA1050-1400.csv,11.397950172424316,1164.634765625,707.1068115234375,1427_51_T3-C-3_vm_11_1165_707
64.39914276280172,12.284964546172521,ANO1427,ANO1427_42,Fjellhei leside og tundra,T3-C-2,vm,Ano_sites/Blåbær/tempW10-12_preA1050-1400.csv,11.416766166687012,1163.5389404296875,781.02496337890625,1427_42_T3-C-2_vm_11_1164_781
64.39845634289271,12.28669281689302,ANO1427,ANO1427_33,Fjellhei leside og tundra,T3-C-2,vm,Ano_sites/Blåbær/tempW10-12_preA1050-1400.csv,11.53184986114502,1162.884033203125,806.22576904296875,1427_33_T3-C-2_vm_12_1163_806
64.39920405871408,12.288279417875849,ANO1427,ANO1427_44,Fjellhei leside og tundra,T3-C-2,vm,Ano_sites/Blåbær/tempW10-12_preA1050-1400.csv,11.639300346374512,1164.43212890625,670.82037353515625,1427_44_T3-C-2_vm_12_1164_671
64.39926527982914,12.291594306052597,ANO1427,ANO1427_46,Fjellhei leside og tundra,T3-C-2,vm,Ano_sites/Blåbær/tempW10-12_preA1050-1400.csv,11.892616271972656,1165.2215576171875,608.2762451171875,1427_46_T3-C-2_vm_12_1165_608
64.39995175768297,12.289866105142792,ANO1427,ANO1427_55,Fjellhei leside og tundra,T3-C-2,vm,Ano_sites/Blåbær/tempW10-12_preA1050-1400.csv,11.763083457946777,1166.0885009765625,538.5164794921875,1427_55_T3-C-2_vm_12_1166_539
64.40063821476592,12.28813781794319,ANO1427,ANO1427_64,Fastmarksskogsmark,T4-C-1,vm,Ano_sites/Blåbær/tempW10-12_preA1050-1400.csv,11.628100395202637,1166.745849609375,500,1427_64_T4-C-1_vm_12_1167_500
